,name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,emotion
98,21st Century Machine,21st Century Machine,Catie Turner,6zmB3yL7Up4iOqz5P8nBrg,2018-11-22,0,231551,0.549,0.893,0.238,0.0,0.109,0.343,-9.812,0.0405,123.636,1,4,neutral
99,Theodosia Reprise,Theodosia Reprise,Sara Bareilles,6aWWF20lTBd9KgNc9IRIM2,2018-10-31,43,154727,0.508,0.863,0.214,0.0,0.142,0.089,-7.704,0.0374,102.901,0,3,neutral
0,Broken Sky,Broken Sky,Agustín Amigó,1PeMTLRYStFk5meDRs79Nq,2020-12-04,53,157164,0.692,0.994,0.0947,0.897,0.107,0.314,-18.27,0.119,112.947,1,4,calm
1,Alma Azul,Alma Azul,Nylonwings,2eit8XClHzAr2YEcCdq7jq,2020-07-18,48,134430,0.722,0.967,0.203,0.908,0.127,0.197,-12.812,0.0568,89.424,2,4,calm
2,Distances,Distances,Between the Dots,63iYBQAZDyqQYwf91qG6ZX,2020-12-04,49,185000,0.562,0.939,0.182,0.877,0.112,0.3,-14.46,0.0586,97.842,11,4,calm
3,Sonata Pathétique,Dramatique Musique Classique,Marcel Depuis,2NCG0u2NT7KceLxCjseW3A,2017-01-02,48,170344,0.71,0.967,0.05,0.806,0.116,0.142,-23.245,0.0566,115.298,11,4,calm
4,In the Makeup of the Sun - Instrumental Version,In the Makeup of the Sun (Instrumental Version),Christian Wannerwall,2yyUytDg93W9yK40uENJg6,2020-12-06,46,99076,0.516,0.983,0.0553,0.861,0.0971,0.564,-27.568,0.0437,144.728,2,4,calm
5,Memoria Andaluza,Memoria Andaluza,Agustín Amigó,4cgkESlEVG3qDvKpBeav3J,2019-10-04,49,138519,0.504,0.962,0.292,0.925,0.113,0.192,-15.314,0.0452,144.139,5,3,calm
6,La Ultima Vez,Alma Azul,Nylonwings,4ohd4Soqh0KVuT3c5wVNs5,2020-07-18,42,130374,0.76,0.953,0.252,0.919,0.112,0.239,-8.869,0.0458,107.741,0,4,calm
7,HAPPY,HAPPY,Christian Wannerwall,6t8vQr6XnjFXw3d8O1dL2l,2021-01-22,37,130880,0.644,0.959,0.147,0.836,0.106,0.482,-18.745,0.0487,109.318,5,4,calm
8,Open Sea,Northern Sunrise,Nylonwings,13ZtjZom8d2AJHW3Yz6mDL,2020-06-04,47,125437,0.512,0.878,0.245,0.936,0.111,0.309,-9.747,0.0403,136.542,7,4,calm
9,Still Singing,Sketches,Paul Noels,1muXndsscKrI4wW6fW0Qph,2021-02-21,31,184058,0.378,0.895,0.112,0.83,0.34,0.123,-20.826,0.0363,148.422,5,4,calm
10,Three Trees,The Leaf,Anila Mirela,47QCaHdf4ZZl2y43a2K9G8,2017-08-19,44,148235,0.648,0.985,0.179,0.89,0.0959,0.106,-19.273,0.0648,84.997,5,3,calm
11,Rooms - Instrumental Version,Rooms (Instrumental Version),Christian Wannerwall,3VQgsxMXK7eJYM7WTDUCi1,2021-03-05,30,155374,0.816,0.878,0.335,0.937,0.11,0.638,-13.271,0.0746,130.021,4,4,calm
12,Gotham (acoustic),Gotham,Claes Nilsson,3bcRe9CcEZ9Dr7JyRoQ7Xb,2019-05-22,41,150550,0.659,0.962,0.223,0.936,0.105,0.296,-12.659,0.0658,99.973,11,4,calm
13,Abalone,Abalone,Realizer,4BsFiStwfeTryBPrj7Lax1,2019-02-22,39,117823,0.62,0.893,0.257,0.767,0.107,0.184,-17.03,0.0508,118.604,9,3,calm
14,Solitude,Solitude,Joseph Sullinger,6ci4RuIy9fSpPnZ14y0W3R,2019-04-19,43,167978,0.473,0.987,0.108,0.905,0.105,0.191,-18.716,0.132,110.29,9,3,calm
15,Against All Odds (Take a Look at Me Now),Against All Odds (Take a Look at Me Now),Georg Erixon,6oXi17SvCJs2BPpqxCMqSF,2021-01-01,44,199899,0.654,0.982,0.217,0.916,0.113,0.409,-14.349,0.0447,115.982,1,4,calm
16,Raining Slowly,Raining Slowly,Lance Allen,3C2hFxPFsNrnMXW861bnHY,2017-10-10,44,159803,0.527,0.962,0.0261,0.897,0.112,0.354,-17.205,0.0953,71.772,9,4,calm
17,Alone,Alone,Georg Erixon,3jDkWkQ6idX7igNiTDSTLr,2020-10-09,43,194941,0.699,0.954,0.293,0.914,0.114,0.223,-13.763,0.0362,82.306,4,4,calm
18,In Trutina,Dramatique Musique Classique,Marcel Depuis,4UMHyDQfz4ynsjVHTLcqRo,2017-01-02,42,167555,0.779,0.929,0.0563,0.775,0.104,0.125,-19.543,0.0538,108.126,5,4,calm
19,Gone,Gone,Mike Howe,5YNCSvwLPDnNZdJj7AMu0M,2020-02-11,44,201125,0.464,0.856,0.32,0.897,0.16,0.329,-16.314,0.0436,111.823,10,4,calm
20,Fallen Leaves,Fallen Leaves,Billy-Joe,7eV2nmkSsBfabtyBONub6v,2019-12-27,42,162250,0.56,0.974,0.0321,0.945,0.11,0.14,-22.436,0.0474,80.725,1,4,calm
21,The Bricklayer's Beautiful Daughter,Returning,Will Ackerman,10PcJgNwEdMwfBXmj2pYBi,2004,42,258399,0.342,0.973,0.0505,0.877,0.118,0.305,-22.377,0.0491,145.936,8,4,calm
22,(Just Like) Starting Over,(Just Like) Starting Over,Joseph Sullinger,5Noj8PHfYHm7W2LrUn2BEO,2021-01-01,42,211198,0.494,0.97,0.199,0.883,0.11,0.32,-15.544,0.0584,91.65,9,4,calm
23,In the Evening,In the Evening,Joseph Sullinger,4wGSqarg8owXgtc6av87iv,2020-02-15,40,230635,0.581,0.955,0.174,0.826,0.108,0.343,-17.039,0.105,121.737,9,3,calm
24,Anchored,Anecdotes,Tommy Berre,2C8ljtBS09aZN13oyEJQi6,2020-01-31,42,141293,0.517,0.985,0.115,0.946,0.0891,0.19,-16.407,0.0518,144.003,9,5,calm
25,The Sound of Silence,Art of Acoustic: Soft Instrumental Covers & Classical Guitar,Joseph Sullinger,0IHE30guMa90mZetZHVbuf,2018-06-22,40,184022,0.528,0.982,0.154,0.881,0.101,0.409,-20.521,0.0904,94.091,11,4,calm
26,Un Día de Noviembre,Un Día de Noviembre,Leo Brouwer,7aqSD3cqGkEdDYJQ5lUZaR,2018-10-12,42,188400,0.576,0.98,0.221,0.843,0.113,0.268,-16.14,0.12,98.226,9,3,calm
27,Long for Winter,Long for Winter,Maneli Jamal,7cP4DnRFLFpCDvtkXvEhIs,2020-08-28,40,144498,0.702,0.966,0.166,0.749,0.118,0.336,-14.641,0.0566,114.956,9,4,calm
28,We Made It,The Lamaj Movement,Maneli Jamal,5Om0sASnaXQ5BMlYhrrMpi,2012-05-20,41,239109,0.484,0.961,0.0701,0.516,0.0917,0.309,-19.335,0.0586,114.539,6,3,calm
29,August,August,Denis Turbide,2U4DKuVGB8sgRW1e6nzkJI,2018-05-28,41,172916,0.57,0.934,0.175,0.894,0.122,0.463,-19.271,0.0483,144.236,11,4,calm
30,Canción de Cuna,Classic Williams -- Romance of the Guitar,John Williams,3RgMQEnSHXSOun38D84vu7,1984,40,235573,0.389,0.992,0.0238,0.935,0.119,0.0946,-29.695,0.0424,72.957,2,3,calm
31,Mi Amor,Mi Amor,Joseph Sullinger,4nL38vNkLiYCMsFl1HZYFN,2020-10-02,40,184830,0.581,0.981,0.131,0.908,0.119,0.152,-15.121,0.0856,73.409,11,4,calm
32,(They Long to Be) Close to You,(They Long to Be) Close to You,Joseph Sullinger,1B8Bh2St9H4LW11oGZnv7x,2021-02-05,43,152948,0.595,0.961,0.224,0.923,0.113,0.279,-16.608,0.1,92.445,7,4,calm
33,Dream of Spain,Anecdotes,Tommy Berre,2fXqH5Ha6PYVsix9wYhoGt,2020-01-31,40,135119,0.499,0.954,0.216,0.893,0.112,0.172,-15.71,0.0492,143.268,4,3,calm
34,Wiseman's View,Winternight,Ken Bonfield,0sQtC2K9Ll85QiBDsus7YD,2017-11-27,38,179786,0.281,0.953,0.218,0.966,0.163,0.222,-19.047,0.0329,104.277,2,4,calm
35,The River and the Mountain,The River and the Mountain,Maneli Jamal,5RHEWqyahElZpVulOa10t8,2020-05-22,40,124250,0.559,0.871,0.222,0.908,0.12,0.131,-12.971,0.0394,119.516,9,3,calm
36,Drawn by the Wind (Arr. for Guitar),Drawn by the Wind (Arr. for Guitar),Joseph Sullinger,3xtxmdwm84x0ZDvSOxQels,2020-07-10,39,196487,0.514,0.982,0.239,0.954,0.106,0.338,-14.957,0.101,119.998,2,4,calm
37,Eye in the Sky (Instrumental),Eye in the Sky (Instrumental),Joseph Sullinger,1K8yqFihi0J5JtoB2xGsbZ,2019-10-14,39,220133,0.738,0.981,0.243,0.896,0.113,0.274,-12.522,0.0542,106.407,2,4,calm
38,By the Sea,By the Sea,Denis Turbide,3dDoq0jrChxCPE1AFbFW2b,2018-11-09,39,228254,0.691,0.969,0.132,0.888,0.11,0.412,-18.221,0.0557,107.934,7,4,calm
39,I Met You,I Met You,Traditional,6AAoHxMDqN9sgVcJjqtrg1,2020-11-20,39,151524,0.675,0.96,0.1,0.929,0.108,0.398,-18.26,0.0692,135.003,9,4,calm
40,Air,Dream Recall,Andy Salvanos,3bVzgBXB7QeTwh5DyMRpP7,2011-12-01,39,152946,0.381,0.951,0.182,0.939,0.109,0.383,-17.227,0.0427,148.524,2,3,calm
41,Melody Maker,Melody Maker,Lance Allen,2fTUKPfeW51hxbU3VWef0K,2014-06-13,39,237819,0.386,0.937,0.242,0.919,0.113,0.271,-13.111,0.0366,168.963,7,4,calm
42,Tanglewood Rhyme,Unfurl,Nik Davies,2CMVPsjklkMGXo7KFbEdKo,2019-03-01,37,109750,0.321,0.892,0.53,0.91,0.112,0.377,-10.756,0.0414,140.857,4,4,calm
43,Recuerdos de Verano,Recuerdos de Verano,Nylonwings,0qQr7wB8b0SzWxFZdEFPe1,2020-04-17,39,154301,0.595,0.866,0.228,0.776,0.14,0.341,-12.743,0.0362,75.552,2,4,calm
44,Let It Be,Let It Be,Edy Hafler,5d6X0dCNCtpHKOzzxnORTv,2020-11-27,36,181296,0.648,0.975,0.155,0.936,0.0984,0.334,-15.041,0.0559,103.46,11,4,calm
45,Meet Me by the River,Meet Me by the River,Nylonwings,0vwUMmJe6YogNXye9R9AGn,2020-02-21,40,156608,0.456,0.972,0.193,0.919,0.113,0.368,-16.597,0.0404,155.76,9,4,calm
46,Hiking,Hiking,Elgafar,6SIeYa1YQ09IbiuaaWb0ht,2020-02-07,38,103346,0.518,0.956,0.212,0.849,0.11,0.489,-18.276,0.0606,120.265,1,3,calm
47,Comfort in Melancholy,Comfort in Melancholy,Edy Hafler,3UsyQzDf7mjPJA1JEL5l8Y,2019-11-08,38,139629,0.622,0.964,0.253,0.917,0.122,0.575,-16.598,0.0772,77.731,6,4,calm
48,Shimmer of You,Shimmer of You,Nylonwings,04QbgvmbRYKy9vCxxD38ju,2019-09-13,39,197750,0.724,0.919,0.241,0.824,0.112,0.199,-9.719,0.0444,103.586,9,4,calm
49,The Shining Barrier,Mind Heart Fingers,Trevor Gordon Hall,3tjQYh1H3c17IQMdd8AIBb,2014-09-15,37,251075,0.373,0.794,0.16,0.764,0.107,0.144,-21.342,0.0407,112.578,10,4,calm
50,Lazy Days,Lazy Days,Billy-Joe,7gmcGeoM623rgiS99bmwyY,2019-12-17,37,203000,0.693,0.979,0.0756,0.847,0.11,0.0704,-22.704,0.0432,92.837,11,4,calm
51,Morning at Harper's Mill,Morning at Harper's Mill,Ryohei Shimoyama,4i9WDfCLguWbg2a2sp8fVK,2020-09-25,33,203956,0.403,0.923,0.238,0.916,0.104,0.388,-15.769,0.0389,149.871,9,4,calm
52,Song for Dax,Daydreamer,Dylan Ryche,1KodSIh2SljFkhrZ2Rn5Fm,2017-02-28,37,199769,0.505,0.885,0.334,0.324,0.0862,0.265,-11.686,0.0405,78.167,9,1,calm
53,Aube,Aube,Denis Turbide,2qqEWkb0rrXzCtlZwUWGL7,2020-04-10,36,137067,0.526,0.867,0.33,0.658,0.116,0.068,-13.249,0.0333,127.861,4,4,calm
54,The Odyssey,The Odyssey,Casper Esmann,0yHYKQQCXyosmIPcnCWomb,2019-08-23,37,223424,0.252,0.694,0.291,0.951,0.105,0.146,-16.362,0.0391,78.662,2,4,calm
55,Sea of Love (Instrumental),Sea of Love (Instrumental),Joseph Sullinger,6cmAW9sgS7b6lLOutowmJC,2019-05-17,36,168752,0.529,0.991,0.0732,0.907,0.102,0.413,-17.985,0.0444,109.451,7,4,calm
56,Unconditional,Four Guitars,Various Artists,4L9A7Vs63STmCXpzJbN8gn,2019-04-02,37,142173,0.323,0.973,0.165,0.897,0.115,0.122,-19.452,0.0374,97.463,7,3,calm
57,Scenic Journey,Scenic Journey,Billy-Joe,78WWt5SgfZciql0TL7mydo,2020-06-05,35,206074,0.467,0.956,0.136,0.869,0.184,0.237,-17.695,0.048,135.32,10,3,calm
58,The Parting Glass,The Parting Glass,Ulli Boegershausen,41nIqbDdOdVar3rdMv9WVf,2019-08-15,35,155776,0.428,0.957,0.196,0.767,0.0829,0.553,-14.789,0.0846,148.683,11,4,calm
59,While She Sleeps,Wide Open,Agustín Amigó,4m7ClItBJaQlunEXhj6A93,2019-09-20,36,158389,0.473,0.954,0.154,0.948,0.115,0.303,-15.341,0.0375,132.483,3,4,calm
60,And Here We Are,And Here We Are,Tommy Berre,6w6L7r7rs1l4oA5d8yqZ9k,2020-06-26,35,176235,0.606,0.914,0.285,0.879,0.118,0.266,-12.937,0.0448,137.969,7,4,calm
61,Fyr,Fyr,Denis Turbide,1jYktswuY4drNCzaLS6K17,2020-02-28,36,125556,0.605,0.9,0.213,0.86,0.105,0.306,-17.474,0.0409,120.078,4,3,calm
62,Always in My Heart,Always in My Heart,Lance Allen,6HQGfJ7LFyykTYyhbym3NN,2020-09-10,33,180333,0.459,0.836,0.189,0.842,0.155,0.287,-17.071,0.0653,75.176,7,4,calm
63,Drifting Away,Calm Guitar,Chris Embers,3yNCQLHSazgucuOl4CRfPs,2020-01-31,34,126000,0.293,0.989,0.107,0.939,0.107,0.104,-18.035,0.0549,68.7,6,3,calm
64,Sullivan's Isle,Sullivan's Isle,Denis Turbide,1EOu2enAQWScFEmwvXoIzs,2020-09-17,34,144875,0.448,0.983,0.096,0.887,0.116,0.223,-19.006,0.0771,178.052,7,4,calm
65,Meet You Halfway,Meet You Halfway,Alan Shoesmith,1Dq4q53uALtyRwRr8Bqp5Q,2019-08-09,34,157993,0.653,0.977,0.144,0.912,0.111,0.221,-16.017,0.0468,139.8,11,3,calm
66,The Soldier,ROMANZ,LIBSTOK,1X90BPSoLXpVXet4EugJmv,2019-03-07,34,68198,0.537,0.977,0.15,0.817,0.117,0.584,-17.888,0.0476,161.525,6,4,calm
67,Morning Has Broken,Morning Has Broken,Mathew Joseph,5cNIXnMvzczG7tGz7JPz7b,2021-01-29,37,222250,0.716,0.98,0.195,0.926,0.197,0.25,-16.176,0.0636,120.2,7,3,calm
68,Landmark,Landmark,Andrew Gialanella,6rK5G0EI2DEjmDGCeDn0BC,2021-02-05,37,116500,0.71,0.956,0.0916,0.895,0.111,0.34,-19.666,0.153,76.5,6,4,calm
69,Paralian,"The B Sides, Vol. 1",Edy Hafler,18kcdvSSeSLekJgaSxrFGc,2020-07-10,33,174185,0.529,0.963,0.181,0.822,0.0799,0.409,-14.708,0.0611,110.501,7,3,calm
70,Vignette,Vignette,Alan Shoesmith,3846iH9dwtj5ZOB45eXbyU,2019-10-18,35,138002,0.631,0.938,0.0809,0.92,0.111,0.336,-20.95,0.0614,70.881,4,4,calm
71,Winter Milky Way,Winter Milky Way,Ryohei Shimoyama,3QqBxUo3Gy2xdeXt9aioRU,2020-07-24,31,143046,0.301,0.891,0.302,0.88,0.103,0.149,-12.061,0.0543,191.781,2,4,calm
72,Onio,Onio,Kristoffer Wallin,0jpRIHSt9MadSsTL8Nlblx,2019-06-07,32,132000,0.307,0.976,0.196,0.935,0.104,0.262,-13.442,0.0454,143.211,4,4,calm
73,Éan an Anro,Éan an Anro,Whalebone,24LZLxTxvgpWtooMwr2O3o,2020-08-28,33,106972,0.638,0.955,0.135,0.932,0.102,0.783,-17.352,0.126,85.651,7,3,calm
74,All the Light We Cannot See,All the Light We Cannot See,August Flendahl,5zxi0I57Iw84XXJ4KStJpP,2019-08-09,33,152075,0.597,0.946,0.305,0.914,0.11,0.143,-12.719,0.0776,111.859,4,4,calm
75,Drifting Along Waters,When Dogs Dream,Ross Hammond,0rU4PW612tgLpBfuEfgEF4,2016-11-12,33,103242,0.448,0.94,0.0716,0.911,0.105,0.121,-23.603,0.0804,144.729,7,4,calm
76,Liliko'i,Liliko'i,Randal L Meek,0AVMUuhIrlWuSl86Xt4ZYG,2020-01-31,35,130352,0.453,0.937,0.214,0.895,0.107,0.622,-17.64,0.0441,105.45,11,4,calm
77,City of Water,City of Water,August Flendahl,6TuKOZH0XK3o7SQW2DtV6Y,2020-01-03,33,169507,0.7,0.93,0.289,0.813,0.113,0.28,-16.277,0.0427,97.997,8,4,calm
78,Hide and Seek,Convergences,Antoine Dufour,10rKrinagsnKxlQjgNRDwC,2010-04-27,34,270866,0.622,0.909,0.0996,0.802,0.361,0.178,-14.996,0.098,119.634,9,4,calm
79,Be Still & Know,Clarity,Mark Kroos,3hP5Whj4x0zxprfHwgqGRL,2017-06-21,33,187245,0.657,0.884,0.0583,0.48,0.118,0.354,-16.043,0.265,125.134,2,4,calm
80,Rose Door,Rose Door,Open Palm,2uvNaYEDbTJfJ74tWjAvXN,2018-11-16,33,189495,0.389,0.446,0.348,0.791,0.106,0.0891,-10.325,0.0459,170.547,2,4,calm
81,Aruna,Aruna,August Flendahl,3kRZnYYzts6ksuGfc9W01X,2020-07-03,33,152761,0.72,0.976,0.106,0.891,0.11,0.109,-19.372,0.0495,119.799,11,4,calm
82,Dark Blue Wind,Four Guitars,Various Artists,7lJAuGIrbdJD28GMtbmuZE,2019-04-02,32,204800,0.298,0.95,0.09,0.912,0.0977,0.0923,-25.264,0.0426,98.314,2,4,calm
83,Calm Sea,The Road Trip,Billy-Joe,7wUhEwVCjhbPt5apBasNa9,2019-07-31,32,245000,0.36,0.929,0.133,0.922,0.112,0.0362,-20.5,0.0689,179.801,5,3,calm
84,Daydreamer,Daydreamer,Liad Abraham,0jgkND5MoZfEczL1TAWgSp,2020-03-27,32,144909,0.371,0.919,0.0998,0.621,0.0852,0.104,-18.703,0.0454,108.186,9,4,calm
85,Alison,Sit Back,Roberto Dalla Vecchia,5ykPBcXdjR0DMBWmg28gsu,2011-10-14,32,237546,0.202,0.916,0.159,0.864,0.114,0.334,-22.558,0.04,90.136,8,4,calm
86,A Better Tomorrow,Crossings,Roberto Diana,2TiqKlfFviwxL12HuqFZMp,2020-05-29,33,159340,0.653,0.917,0.336,0.863,0.114,0.37,-13.7,0.0362,115.093,3,4,calm
87,Colors of the Wind,Colors of the Wind,Casper Esmann,2kkJcJUIVaU23UTLM92E0C,2020-05-15,34,267250,0.333,0.899,0.357,0.827,0.101,0.187,-13.1,0.0413,77.284,1,4,calm
88,Autumn,The River I Step In,Emilio Bonito,72ZDbjPycCMFipVDwzb76j,2019-10-25,33,162110,0.442,0.837,0.399,0.879,0.0925,0.361,-12.827,0.0985,108.776,11,4,calm
89,Dave's Song,Life on the Deck,Randal L Meek,4wXQabEjnACepHsZ6Kegjm,2018-06-21,33,208413,0.524,0.825,0.282,0.85,0.108,0.173,-10.218,0.0509,145.918,10,4,calm
90,Ragamuffin,Aerial Boundaries,Michael Hedges,0I4zQbi4OxnlVJ13GKJHGC,1984-06-18,33,193973,0.455,0.799,0.172,0.815,0.105,0.277,-19.418,0.0373,119.656,0,4,calm
91,Invitation,Invitation (Guitar Version),Chris Embers,2BHWaVHWpxV90ieIDyt0Um,2019-12-06,32,158122,0.405,0.981,0.149,0.938,0.115,0.441,-15.512,0.0525,125.147,2,3,calm
92,Epilogue,Epilogue (Guitar Version),Chris Embers,5lWvaI8eHRL6KjjCaY3sPV,2019-10-04,31,190651,0.389,0.98,0.18,0.949,0.108,0.564,-15.896,0.0469,111.355,4,4,calm
93,Unfurl,Unfurl,Nik Davies,4ANxBgssNZoN2aUV945Z3h,2019-03-01,32,197500,0.28,0.925,0.32,0.606,0.112,0.0616,-13.908,0.053,135.648,1,4,calm
94,Breaking Of The Shells,Fingerdance,Billy McLaughlin,3RFHy77RByVGR0HpMyXnSn,1996-01-01,31,268333,0.44,0.911,0.129,0.76,0.108,0.124,-20.382,0.0526,98.889,6,3,calm
95,Campfire,Campfire,Matt Tondut,1xndf6Ca1bN07LVBhTTyzi,2020-11-20,32,121055,0.468,0.909,0.232,0.399,0.127,0.498,-17.719,0.0414,110.033,2,3,calm
96,Spiaggia Deserta,Crossings,Roberto Diana,0dCDs7maKKcNrm7HRUwphK,2020-05-29,32,149400,0.388,0.87,0.291,0.424,0.117,0.226,-14.005,0.0348,151.196,2,3,calm
97,A Space That's Only Just There,A Space That's Only Just There,Will Moore,5TSSTxrCirc1OzFoubeiij,2017-12-08,31,206511,0.558,0.838,0.173,0.808,0.107,0.22,-15.725,0.0596,79.101,2,4,calm
98,Watchin' the Big Trees Grow,Watchin' the Big Trees Grow,Randal L Meek,2oJC0uIlMA81GTWaXhdQ9W,2020-10-02,31,125999,0.583,0.822,0.378,0.749,0.105,0.235,-13.234,0.036,106.012,5,4,calm
99,Nudge,Nudge,Realizer,2vV62tHY8kKaigCVam8qA4,2019-01-25,31,131734,0.576,0.811,0.319,0.925,0.103,0.151,-13.72,0.0328,108.098,4,4,calm
